id	headline	url	bias_horizontal	bias_vertical	country	source	dominant_emotion	intensity	cause	experiencer	target	cue	other_emotions	reader_emotions
d2810ad2	LAPD officers will fight British cops in charity boxing event	https://www.latimes.com/california/story/2019-07-19/lapd-officers-will-fight-british-cops-in-boxing-event	-6	58	US	LATimes	joy	medium	"[[""british cops in charity boxing event""]]"	"[[""lapd"",""lapd officers""]]"	"[[""british cops in charity boxing event""]]"	"[[""fight""]]"	annoyance	annoyance
193a147d	LSU professor on new football locker room: 'This state values athletics more than academics'	https://www.theadvocate.com/baton_rouge/news/education/article_2e074410-ad56-11e9-be17-d7891ee140ba.html	-23	40	US	TheAdvocate	annoyance	medium	"[[""this state values athletics more than academics'""]]"	"[[""lsu professor""]]"	"[[""this state values athletics more than academics'""]]"	"[[""values athletics more than academics""]]"	annoyance	annoyance
f692454b	Las Vegas Trooper Adopts Dog He Met At Reno Checkpoint	https://www.sunnyskyz.com/good-news/3374/Las-Vegas-Trooper-Adopts-Dog-He-Met-At-Reno-Checkpoint			UK	Positivenews	joy	medium	"[[""adopts dog he met at reno checkpoint""]]"	"[[""las vegas trooper""]]"	"[[""adopts dog he met at reno checkpoint""]]"	"[[""adopts""]]"	annoyance	annoyance
1317768b	Legal experts ‘flabbergasted’ by AG Barr’s ‘deliberate political performance’: He’s ‘too far into the tank for’ Trump	https://www.alternet.org/2019/04/legal-experts-flabbergasted-by-ag-barrs-deliberate-political-performance-hes-too-far-into-the-tank-for-trump/	-23	18	US	Alternet	negative_surprise	medium	"[[""ag barr’s ‘deliberate political performance’: he’s ‘too far into the tank for’ trump""]]"	"[[""legal experts"",""trump""]]"	"[[""ag barr’s ‘deliberate political performance’: he’s ‘too far into the tank for’ trump""]]"	"[[""‘flabbergasted’""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
2c43f853	Loteria: A centuries-old game remade for millennials	https://www.bbc.co.uk/news/world-us-canada-49201060	-3	54	UK	BBC	positive_surprise	medium	"[[""millennials""]]"	"[[""loteria""]]"	"[[""millennials""]]"	"[[""remade""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
bc16f598	Marianne Williamson reaches donor threshold for Dem debates	https://www.politico.com/story/2019/05/09/marianne-williamson-2020-election-1315133	-3	55	US	PoliticoPulse	joy	medium	"[[""reaches donor threshold for dem debates""]]"	"[[""marianne williamson""]]"	[[]]	"[[""reaches""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
b08f7270	Maxine Waters accuses Trump admin of neglecting threats, says Democrats must protect themselves instead	http://channels.feeddigest.com/news?id=8371994508	27	8	US	TheBlaze	guilt	medium	"[[""neglecting""]]"	"[[""maxine waters""]]"	"[[""trump admin""]]"	"[[""accuses""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
73dda7db	Medicare for All and the Myth of Free Markets	https://www.theamericanconservative.com/articles/medicare-for-all-and-the-myth-of-free-markets/	28	33	US	TheAmericanConservative	negative_anticipation_including_pessimism	medium	"[[""all and the myth of free markets""]]"	"[[""medicare""]]"	"[[""all and the myth of free markets""]]"	"[[""Medicare for All""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
1fbf4383	Meet the Data Institute Class of 2019	http://tracking.feedpress.it/link/9499/12461146	-5	46	US	ProPublica	positive_surprise	medium	"[[""data institute class of 2019""]]"	[[]]	"[[""data institute class of 2019""]]"	"[[""meet""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
1e490142	Megan Rapinoe Had a Perfect World Cup	https://slate.com/culture/2019/07/world-cup-2019-megan-rapinoes-perfect-tournament.html?via=rss	-21	43	US	Slate	positive_surprise	medium	"[[""had a perfect world cup""]]"	[[]]	"[[""had a perfect world cup"",""megan rapinoe""]]"	"[[""perfect""]]"	annoyance	annoyance
4da8cc55	Megan Rapinoe isn’t here to make you comfortable	https://www.washingtonpost.com/sports/dcunited/megan-rapinoe-isnt-here-to-make-you-comfortable/2019/06/25/af08fda0-977c-11e9-8d0a-5edd7e2025b1_story.html	-10	51	US	WP	annoyance	medium	"[[""isn’t here to make you comfortable""]]"	[[]]	"[[""megan rapinoe""]]"	"[[""isn’t here to make you comfortable""]]"	annoyance	annoyance
4c80c974	Meghan Markle edits Vogue: what to expect	https://www.theweek.co.uk/102485/meghan-markle-edits-vogue-what-to-expect	-10	44	UK-US	TheWeek	positive_anticipation_including_optimism	medium	"[[""meghan markle edits vogue: what to expect""]]"	"[[""meghan markle""]]"	"[[""vogue""]]"	"[[""edits""]]"	annoyance	annoyance
f5d25ec4	Mexican Government Official Says MS-13 Infiltrated Caravans Headed For US: Reports	https://dailycaller.com/2019/04/29/mexican-gov-official-ms-13-caravan/	24	12	US	dailycaller	fear	medium	"[[""ms-13 infiltrated caravans headed for us: reports""]]"	"[[""mexican"",""mexican government""]]"	"[[""ms-13 infiltrated caravans headed for us: reports""]]"	"[[""Infiltrated Caravans""]]"	annoyance	annoyance
b00be987	Mom Skips Her Own Graduation To Attend Her Sonand#039;s, Gets Recognized Too	https://www.sunnyskyz.com/good-news/3308/Mom-Skips-Her-Own-Graduation-To-Attend-Her-Sonand-039-s-Gets-Recognized-Too			UK	Positivenews	love_including_like	medium	"[[""s, gets recognized too"",""skips her own graduation to attend her sonand#039""]]"	"[[""mom""]]"	"[[""to attend her""]]"	"[[""attend""]]"	annoyance	annoyance
d170aab3	Motherhood Is Monstrous in The Act	http://feedproxy.google.com/~r/TheAtlantic/~3/piK9pkFQNWY/	-15	46	US	TheAtlantic	fear	medium	"[[""monstrous in the act""]]"	[[]]	"[[""the act""]]"	"[[""monstrous""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
3c7db3ad	Myanmar Frees Pulitzer-Winning Reuters Journalists After More Than 500 Days	https://dailycaller.com/2019/05/07/myanmar-pulitzer-winning-reuters-journalists/	24	12	US	dailycaller	positive_surprise	medium	"[[""frees pulitzer-winning reuters journalists after more than 500 days""]]"	"[[""myanmar""]]"	"[[""journalists""]]"	"[[""frees""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
00dbeeb3	Netanyahu, Gantz, and Five Scenarios for the Israeli Election	https://www.newyorker.com/news/daily-comment/netanyahu-gantz-and-five-scenarios-for-the-israeli-election	-9	47	US	TheNewYorker	positive_anticipation_including_optimism	medium	"[[""netanyahu, gantz, and five scenarios for the israeli election""]]"	[[]]	"[[""netanyahu, gantz, and five scenarios for the israeli""]]"	"[[""scenarios""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
2b45cbbf	Newsletter: Essential California Week in Review: A tragedy in Gilroy	https://www.latimes.com/california/story/2019-08-03/gilroy-garlic-festival-shooting-week-in-review	-6	58	US	LATimes	sadness	medium	"[[""a tragedy in gilroy""]]"	"[[""newsletter""]]"	"[[""gilroy""]]"	"[[""tragedy""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
3891a520	Next Steps In The Mueller Report	https://www.npr.org/2019/03/23/706161904/next-steps-in-the-mueller-report?utm_medium=RSS&utm_campaign=news	-5	56	US	NPR	positive_anticipation_including_optimism	medium	"[[""next steps in the mueller report""]]"	[[]]	"[[""next steps in the mueller report"",""the mueller report""]]"	"[[""next"",""next steps""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
4c7205d4	North Korea presents nuclear disarmament’s biggest challenge yet	https://www.economist.com/international/2018/07/05/north-korea-presents-nuclear-disarmaments-biggest-challenge-yet	4	48	UK	Economist	fear	medium	"[[""nuclear disarmament’s biggest challenge yet""]]"	[[]]	"[[""nuclear disarmament’s""]]"	"[[""nuclear disarmament; biggest challenge""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
427d39d6	O’Rourke: Our Immigration System Can Handle More Migrants	https://www.infowars.com/orourke-our-immigration-system-can-handle-more-migrants/	24	41	US	FreeBacon	positive_surprise	medium	"[[""our immigration system can handle more migrants""]]"	"[[""o’rourke""]]"	"[[""migrants""]]"	"[[""can handle""]]"	no_other_additional_emotions_are_expressed	positive_anticipation_including_optimism
8c38c8f4	Pizza deliveryman who called 911 after seeing naked child in man's motel room honored by police	https://www.nbcnews.com/news/us-news/pizza-deliveryman-who-called-911-after-seeing-naked-child-man-n1019396?cid=public-rss_20190619	-3	57	US	NBC	pride	medium	"[[""911 after seeing naked child in man's motel room honored by police""]]"	"[[""pizza deliveryman""]]"	"[[""911 after seeing naked child in man's motel room honored by police""]]"	"[[""naked""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
e104dbeb	Powerlifter Lifts 2-Ton SUV Off Man Trapped Underneath	https://www.sunnyskyz.com/good-news/3219/Powerlifter-Lifts-2-Ton-SUV-Off-Man-Trapped-Underneath			UK	Positivenews	joy	medium	"[[""trapped underneath""]]"	[[]]	"[[""trapped underneath""]]"	"[[""trapped""]]"	no_other_additional_emotions_are_expressed	joy
f5d54d95	Premier League transfer news: Hazard, Guardiola, Insigne, Eriksen, Sancho	https://www.theweek.co.uk/premier-league/100913/premier-league-transfer-news-hazard-guardiola-insigne-eriksen-sancho	-10	44	UK-US	TheWeek	joy	medium	"[[""transfer news: hazard, guardiola, insigne, eriksen, sancho"",""premier league transfer news""]]"	"[[""premier league""]]"	"[[""hazard, guardiola, insigne, eriksen, sancho""]]"	"[[""transfer news""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
cb1d5e5f	President attends Easter service following slew of tweets	https://www.foxnews.com/us/president-attends-easter-service-following-slew-of-tweets	27	20	US	FoxNews	positive_surprise	medium	"[[""easter service following slew of tweets""]]"	"[[""president""]]"	"[[""service following slew of tweets""]]"	"[[""attends""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
ebd68e4b	Private Group Pledges Nearly $10 Million to Gun Research	https://freebeacon.com/issues/private-group-pledges-nearly-10-million-to-gun-research/	24	41	US	FreeBacon	positive_anticipation_including_optimism	medium	"[[""pledges nearly $10 million to gun research""]]"	"[[""private group""]]"	"[[""pledges nearly $10 million to gun research""]]"	"[[""pledges""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
9b114927	Puerto Rico Enters Uncharted Territory as Ricardo Rosselló Prepares to Resign as Governor	http://www.democracynow.org/2019/7/24/puerto_rico_future_ricardo_rossello_resignation	-19	48	US	democracynow	negative_surprise	medium	"[[""prepares to resign as governor""]]"	"[[""puerto rico""]]"	"[[""ricardo rosselló""]]"	"[[""Resign""]]"	annoyance	no_i_did_not_feel_any_emotion
7fb6a534	Radical Islamists Have Opened a New Front in Mali	https://foreignpolicy.com/2019/03/29/radical-islamists-have-opened-a-new-front-in-mali/	9	45	US	ForeignPolicy	negative_anticipation_including_pessimism	medium	"[[""have opened a new front in mali""]]"	[[]]	"[[""have opened a new front in mali""]]"	"[[""new front""]]"	annoyance	annoyance
aeb85916	Rapper 21 Savage donates $25K to organization that helped him during ICE arrest	https://www.nbcnews.com/pop-culture/pop-culture-news/rapper-21-savage-donates-25k-organization-helped-him-during-ice-n1017636?cid=public-rss_20190614	-3	57	US	NBC	positive_surprise	medium	"[[""donates $25k to organization that helped him during ice arrest""]]"	"[[""rapper 21 savage""]]"	"[[""organization""]]"	"[[""donates""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
3151211d	Reaction: Congratulations pour in for Meghan and Harry's son	https://www.theweek.co.uk/101081/reaction-congratulations-pour-in-for-meghan-and-harrys-son	-10	44	UK-US	TheWeek	joy	medium	"[[""pour in for meghan and harry's son"",""congratulations pour in for meghan and harry's son""]]"	[[]]	"[[""pour in for meghan and harry's son""]]"	"[[""congratulations""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
4cf2e091	Red Cross to begin aid to Venezuela by mid-April	https://www.cnn.com/2019/03/29/americas/venezuela-red-cross/index.html	-6	32	US	CNN	positive_anticipation_including_optimism	medium	"[[""venezuela by mid-april""]]"	[[]]	"[[""venezuela""]]"	"[[""begin aid""]]"	annoyance	no_i_did_not_feel_any_emotion
bc0a7660	Retired Oil Rigs Off California Coast Could Find New Lives as Artificial Reefs	https://truthout.org/articles/retired-oil-rigs-off-california-coast-could-find-new-lives-as-artificial-reefs/	-24	36	US	Truthout	positive_surprise	medium	"[[""could find new lives as artificial reefs""]]"	[[]]	"[[""california coast""],[""could find new lives as artificial reefs""]]"	"[[""new""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
bce0c15a	Robert Mueller just issued his report about Donald Trump. Here we go…	https://www.palmerreport.com/analysis/just-issued-report-trump-here-go/16918/	-34	8	US	PalmerReport	trust	medium	"[[""just issued his report about donald trump. here we go""]]"	"[[""robert mueller""]]"	"[[""report about donald""]]"	[[]]	annoyance	annoyance
b2bdbd30	Robert Mueller just pulled off a victory in plain sight and almost everyone missed it	https://www.palmerreport.com/analysis/victory-plain-sight-mueller-overlooked/16926/	-34	8	US	PalmerReport	joy	medium	"[[""pulled off a victory""],[""victory in plain sight and almost everyone missed it""]]"	"[[""robert mueller""]]"	[[]]	"[[""victory""]]"	annoyance	annoyance
d969408e	Rod Rosenstein just made a huge mistake in his resignation letter	https://www.palmerreport.com/analysis/mistake-rod-rosenstein-resignation-letter/17652/	-34	8	US	PalmerReport	negative_anticipation_including_pessimism	medium	"[[""huge mistake in his resignation letter""]]"	"[[""rod rosenstein""]]"	"[[""huge mistake in his resignation letter""]]"	"[[""mistake""]]"	annoyance	annoyance
e7fc126e	San Francisco approves forced treatment for homeless who are mentally ill	https://hotair.com/archives/2019/06/06/san-francisco-approves-forced-treatment-mentally-ill-homeless/			US	HotAir	positive_surprise	medium	"[[""who are mentally ill""]]"	"[[""san francisco""]]"	"[[""for homeless""],[""treatment""]]"	"[[""approves""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
404201fe	Screening Room: A Short Film of Dreamy Imagery and Mysterious Language	https://www.newyorker.com/culture/culture-desk/screening-room-a-short-film-of-dreamy-imagery-and-mysterious-language	-9	47	US	TheNewYorker	joy	medium	"[[""a short film of dreamy imagery and mysterious language""]]"	"[[""screening room""]]"	[[]]	"[[""dreamy""]]"	annoyance	annoyance
1a37e7d0	See Prince Harry and Meghan out and about	https://www.washingtonpost.com/lifestyle/what-prince-harry-and-wife-meghan-duchess-of-sussex-are-doing-since-their-wedding/2018/06/16/ab2e3ef4-5e96-11e8-a4a4-c070ef53f315_gallery.html	-10	51	US	WP	joy	medium	"[[""see prince harry and meghan out and about""]]"	[[]]	"[[""prince harry and meghan""]]"	"[[""see"",""out and about""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
cb234eca	Si le pagó a TurboTax, pero ganó menos de $34,000, podría obtener un reembolso de la siguiente manera.	http://tracking.feedpress.it/link/9499/11298571	-5	46	US	ProPublica	positive_anticipation_including_optimism	medium	"[[""$34,000, podría obtener un reembolso de la siguiente manera.""]]"	[[]]	"[[""reembolso""]]"	"[[""podría""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
9723e3e3	Simona stuns Serena at Wimbledon: game, set and ‘best match’ for Halep	https://www.theweek.co.uk/tennis/102248/simona-halep-stuns-serena-williams-2019-wimbledon-womens-singles-final	-10	44	UK-US	TheWeek	negative_surprise	medium	"[[""game, set and ‘best match’ for halep""]]"	"[[""simona""]]"	"[[""serena""]]"	"[[""stuns""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
3c1dfdaf	Spokesperson: Mueller Officially 'Concluding His Service in Coming Days'	http://feedproxy.google.com/~r/breitbart/~3/skGMqibLnBU/	-15	51	US	BuzzFeed	positive_surprise	medium	"[[""concluding his service in coming days""]]"	"[[""mueller""]]"	"[[""concluding his service in coming days""]]"	"[[""concluding""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
1a9444aa	Study: Single Women Are Driving Gentrification In Hong Kong — And The World	https://www.huffpost.com/entry/single-women-gentrification-hong-kong_b_5ca3bff0e4b09d43db915817	-20	24	US	HuffPost	joy	medium	"[[""and the world""],[""hong kong""]]"	"[[""women""]]"	"[[""hong kong""]]"	"[[""driving""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
ba5d16d5	Suspects in killing of off-duty LAPD officer identified	https://www.latimes.com/california/story/2019-08-03/suspects-in-killing-of-off-duty-lapd-officer-identified	-6	58	US	LATimes	guilt	medium	"[[""suspects in killing of off-duty lapd officer identified""]]"	[[]]	"[[""suspects in killing of off-duty lapd officer identified""]]"	"[[""killing""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
48da3b28	Syria rejects Arab summit statement on Iran intervention	https://abcnews.go.com/International/wireStory/syria-rejects-arab-summit-statement-iran-intervention-63399303	0	57	US	ABC	disgust	medium	"[[""arab summit statement on iran intervention""]]"	"[[""syria""]]"	"[[""arab summit statement on iran intervention"",""arab""]]"	"[[""rejects""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
a22c4838	Take That, Hollywood: Georgia Governor Kemp’s Popularity Surges As Fetal Heartbeat Bill Progresses	https://www.dailywire.com/news/45905/take-hollywood-georgia-governor-kemps-popularity-josh-hammer	28	16	US	dailywire	positive_surprise	medium	"[[""popularity surges""]]"	"[[""georgia governor""]]"	"[[""popularity surges""]]"	"[[""surges""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
88e95c3e	Taliban Fighters Freed From Guantanamo Now Face U.S. in Peace Talks	https://freebeacon.com/national-security/taliban-fighters-freed-guantanamo-face-u-s-peace-talks/	24	41	US	FreeBacon	positive_surprise	medium	"[[""guantanamo now face u.s. in peace talks""]]"	"[[""taliban""]]"	"[[""guantanamo""]]"	"[[""face""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
72cd14db	Taylor Swift Was Indisputably the Life of the Party at the TIME 100 Gala	http://time.com/5576863/taylor-swift-time-100-pictures/	-1	43	US	Time	joy	medium	"[[""taylor swift was indisputably the life of the party at the time 100 gala""]]"	"[[""taylor swift""]]"	"[[""time 100 gala""]]"	"[[""indisputably""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
b66ec2ca	Tea bags can solve smelly shoes, says ‘Queen of Clean’	https://www.theweek.co.uk/odd-news/102022/tea-bags-can-solve-smelly-shoes-says-queen-of-clean	-10	44	UK-US	TheWeek	positive_anticipation_including_optimism	medium	"[[""can solve smelly""]]"	[[]]	"[[""can solve smelly""]]"	"[[""smelly shoes""]]"	annoyance	annoyance
ac3e52d0	The House Ways and Means Committee wants Trump’s tax returns by April 23	https://www.vox.com/policy-and-politics/2019/4/13/18309391/trump-tax-returns-april-23-house-ways-means-neal-mnuchin	-16	43	US	Vox	disgust	medium	"[[""trump’s tax returns by april 23""]]"	"[[""trump’s""]]"	"[[""trump""]]"	[[]]	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
4af6bc2a	The Ivory Tower team of wonks behind Warren’s policy agenda	https://www.politico.com/story/2019/06/24/elizabeth-warren-policy-team-1376718	-3	55	US	PoliticoPulse	negative_anticipation_including_pessimism	medium	"[[""of wonks behind warren’s policy agenda""]]"	[[]]	"[[""of wonks behind warren’s policy agenda""]]"	[[]]	annoyance	annoyance
85d4a2dc	The Latest: Iraq to try help end crisis between US and Iran	https://abcnews.go.com/International/wireStory/latest-iraq-end-crisis-us-iran-63284274	20	33	US	WT	positive_surprise	medium	"[[""iraq to try help end crisis between us and iran""]]"	"[[""iraq""]]"	"[[""us and iran""]]"	"[[""help""]]"	annoyance	annoyance
540b60e7	The benefit workers want most is less work	https://qz.com/work/1579499/metlife-finds-unlimited-paid-time-off-is-top-emerging-benefit/	-5	44	US	Quartz	annoyance	medium	"[[""want most is less work""]]"	[[]]	"[[""less work""]]"	"[[""most""]]"	annoyance	annoyance
ed9b0004	The best new restaurants in D.C.	https://www.washingtonpost.com/classic-apps/the-2019-spring-dining-guide/2019/05/02/b45d362a-6c4f-11e9-8f44-e8d8bb1df986_story.html	-10	51	US	WP	positive_anticipation_including_optimism	medium	"[[""the best new restaurants in d.c.""]]"	[[]]	[[]]	"[[""best""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
cfe99ba1	The fight for Trump’s tax returns is just getting started	https://www.vox.com/policy-and-politics/2019/4/8/18300516/trump-tax-returns-richard-neal-mick-mulvaney	-16	43	US	Vox	negative_anticipation_including_pessimism	medium	"[[""tax returns is just getting started""]]"	[[]]	"[[""tax returns is just getting started"",""trump""]]"	"[[""fight""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
57fe7af6	ThePokerDepot.com Launches Web-to-Print and Print OnDemand E-Commerce Application for Custom Poker Chips and Playing Cards	https://markets.businessinsider.com/news/stocks/thepokerdepot-com-launches-web-to-print-and-print-ondemand-e-commerce-application-for-custom-poker-chips-and-playing-cards-1028053580	0	39	UK-US	BussinesInsider	positive_surprise	medium	"[[""web-to-print and print ondemand e-commerce application for custom poker chips and playing cards""]]"	"[[""thepokerdepot.com""]]"	"[[""thepokerdepot.com""]]"	"[[""launches""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
51885038	This Refugee-Led Cooking Class Is Making Space for Cultural Exchange	https://www.vice.com/en_au/article/d3nz8k/this-refugee-led-cooking-class-is-making-space-for-cultural-exchange	-10	42	UK-US	Vice	joy	medium	"[[""making space for cultural exchange""]]"	"[[""refugee""]]"	"[[""making space for cultural exchange""]]"	"[[""space""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
67f7a9bc	To Remain Free, We Need To Deepen Our Understanding Of The Declaration	https://thefederalist.com/2019/07/03/remain-free-need-deepen-understanding-declaration/	27	26	US	TheFederalist	joy	medium	"[[""to remain free, we need to deepen our understanding of the declaration""]]"	[[]]	[[]]	"[[""remain free""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
dd1fbb91	Trump Asserts Executive Privilege on 2020 Census Documents	https://www.nytimes.com/2019/06/12/us/politics/us-census-2020-trump.html?emc=rss&partner=rss	-5	52	US	NYT	joy	medium	"[[""asserts executive privilege on 2020 census documents""]]"	"[[""trump""]]"	"[[""privilege on 2020 census documents""]]"	"[[""privilege""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
58e563b8	Trump Baby Blimp To Soar Again For President's UK Visit	https://www.huffpost.com/entry/trump-baby-blimp-uk-visit_n_5cc09bf4e4b0ad77ff7eec41	-20	24	US	HuffPost	positive_anticipation_including_optimism	medium	"[[""president's uk visit"",""soar again for president's uk visit""]]"	"[[""trump""]]"	"[[""soar again for president's uk visit""]]"	"[[""soar""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
15ab3a09	Trump Celebrates Earth Day With a Proclamation About How Capitalism Is Good	http://feedproxy.google.com/~r/motherjones/feed/~3/qUOJbHtIHfU/	-24	40	US	MotherJones	joy	medium	"[[""capitalism is good""]]"	"[[""trump""]]"	"[[""capitalism is good""]]"	"[[""celebrates""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
58172404	Turns Out Leonardo DiCaprio Is a Very Skilled Crasher	https://time.com/5632523/leonardo-dicaprio-on-jimmy-kimmel/	-1	43	US	Time	positive_surprise	medium	"[[""skilled crasher""]]"	[[]]	"[[""leonardo dicaprio""]]"	"[[""crasher"",""skilled""]]"	annoyance	annoyance
03373d8c	U.S. Commander: Al Qaeda Operating ‘Across’ Afghanistan	https://freebeacon.com/national-security/u-s-commander-al-qaeda-operating-across-afghanistan/	24	41	US	FreeBacon	anger	medium	"[[""al qaeda operating ‘across’ afghanistan""]]"	"[[""u.s. commander""]]"	"[[""al qaeda operating ‘across’ afghanistan""]]"	"[[""operating""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
b5d2ca40	UC admits largest and most diverse class ever of Californian freshmen	https://www.latimes.com/california/story/2019-07-22/uc-diverse-diversity-class-student-admissions	-6	58	US	LATimes	joy	medium	"[[""diverse class ever of californian freshmen""],[""largest and most diverse class ever""]]"	"[[""uc""]]"	"[[""californian freshmen""]]"	"[[""admits""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
613ba3e7	US hiring bounces back in March but wage growth cools	https://www.ft.com/content/27d9e8ec-5791-11e9-91f9-b6515a54c5b1	-3	48	US	FT	negative_anticipation_including_pessimism	medium	"[[""wage growth cools""]]"	"[[""us""]]"	"[[""wage growth cools""]]"	"[[""cools""]]"	annoyance	annoyance
2d47a986	Using Proxies, Iran Appears to Be Hitting Back in the Fight Over Oil	https://foreignpolicy.com/2019/05/14/using-proxies-iran-appears-to-be-hitting-back-in-the-fight-over-oil-houthis-drone-fujairah-pipeline/	9	45	US	ForeignPolicy	anger	medium	"[[""appears to be hitting back in the fight over oil""]]"	"[[""iran""]]"	"[[""iran""]]"	"[[""hitting""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
ec74ad1f	Writer Ta-Nehisi Coates Makes the Case for Reparations at Historic Congressional Hearing	http://www.democracynow.org/2019/6/20/ta_nehisi_coates_testimony_congress_reparations	-19	48	US	democracynow	positive_surprise	medium	"[[""makes the case for reparations at historic congressional hearing""]]"	[[]]	"[[""congressional""],[""reparations at historic""]]"	"[[""reparations""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
4bc34234	Zion Williamson and the N.B.A. Draftees Usher in a New Era of Basketball	https://www.newyorker.com/magazine/portfolio/zion-williamson-and-the-nba-draftees-usher-in-a-new-era-of-basketball	-9	47	US	TheNewYorker	positive_anticipation_including_optimism	medium	"[[""zion williamson and the n.b.a. draftees usher in a new era of basketball""]]"	[[]]	"[[""draftees usher in a new era of basketball""]]"	"[[""new era""]]"	annoyance	no_i_did_not_feel_any_emotion
a3709d95	‘Star Wars: The Rise of Skywalker’ Trailer Debuts	https://thefederalist.com/2019/04/12/star-wars-rise-skywalker-trailer-debuts/	27	26	US	TheFederalist	joy	medium	"[[""‘star wars: the rise of skywalker’ trailer debuts""]]"	[[]]	"[[""‘star""]]"	"[[""trailer""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
375b54da	‘Woke’ Bank of America Ends Business with Companies that Run Illegal Immigrant Children Holding Centers	https://www.thegatewaypundit.com/2019/06/woke-bank-of-america-ends-business-with-companies-that-run-illegal-immigrant-children-holding-centers/	35	12	US	TheGatewayPundit	negative_anticipation_including_pessimism	medium	"[[""ends business with companies that run illegal immigrant children holding centers""]]"	"[[""bank of america""]]"	"[[""ends business with companies that run illegal immigrant children holding centers""]]"	"[[""illegal""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
e6df68de	“Game of Thrones” leaned hard into fan service—and it totally worked	https://qz.com/quartzy/1601401/1601401/	-5	44	US	Quartz	positive_surprise	medium	"[[""leaned hard into fan service—and it totally worked""]]"	"[[""game of thrones""]]"	"[[""fan service""]]"	"[[""totally worked""]]"	annoyance	annoyance
0f46ff1f	“We Work, We Sweat, Put $15 on Our Check!”	https://jacobinmag.com/2019/07/fight-for-15-minimum-wage-house-bill/	-28	47	US	Jacobin	anger	medium	[[]]	[[]]	[[]]	"[[""work, we""]]"	annoyance	annoyance
b24ce284	As US communities resist ICE, private prison companies are cashing in	https://qz.com/1586161/private-prisons-make-big-profits-from-ice/	-5	44	US	Quartz	disgust	medium	"[[""private prison companies are cashing in""]]"	[[]]	"[[""private prison companies are cashing in""]]"	"[[""resist ICE""]]"	no_other_additional_emotions_are_expressed	no_i_did_not_feel_any_emotion
