,domain,avg_score,sentence,group
6119,answers,2.0,"Obese children, teenagers and adults face a heavy social stigma.",train
6120,answers,-2.8,I herd a creepy noise from downstairs... hope that helps!!,train
6121,email,-1.6,God bless you.,train
6122,email,-0.75,Good morning.,train
6123,answers,0.2,You design them on your computer and print them on your printer.,train
6124,news,1.2,"The pencil sketch shows everything from the position of the doors and windows, to the cupboards and rugs.",train
6125,news,1.2,"Fandi and Alfan, brothers with one name each, live in a remote village in the heart of the Sumatran jungle, at once a protected and dangerous place to be a child.",train
6126,answers,-1.2,"I tried uninstalling yahoo and re - installing it, no luck.",train
6127,news,-1.2,He knows that has its place.,train
6128,email,-2.0,"Interesting stuff, but what does all this have to do with gun control?",train
6129,blog,0.0,Here's our rundown of the week's tech and business news.,train
6130,news,1.2,CIT spokesman Curt Ritter declined to comment yesterday.,train
6131,blog,0.2,"""There's a Long, Long Trail A-Winding"" is perhaps Russell's most outstanding ghostly tale.",train
6132,answers,-1.8,"Sounds strange, but it helped me!",train
6133,answers,-1.8,believe in your abilities!,train
6134,blog,0.2,"There's audio, and some fairly interesting insight from Johnston on the Palin family and his Vanity Fair article, which was ""retaliation.""",train
6135,blog,1.4,"This week's deadly insurgent attack on a UN guesthouse in Kabul - along with the attack on the Serena Hotel - seemed to have one very specific goal: To disrupt Afghanistan's upcoming presidential runoff election, which is scheduled for Nov. 7.",train
6136,blog,-0.6,ReelDirector: This is as close as you're going to get to iMovie on your iPhone.,train
6137,email,-0.2,"It certainly isn't ""just politics"" for my mother and my family.",train
6138,news,2.0,A senior Nato adviser on piracy has criticised the government for failing to investigate adequately whether ransom payments to Somali pirates fund Islamist groups including al-Qaida.,train
6139,blog,1.6,"Extrapolating from the morning's Siena poll, that would produce a result of Hoffman 43, Owens 42, Scozzafava 5, with 10 percent of the voters still up for grabs.",train
6140,answers,-0.2,i would recommend going to www.bookrags.com,train
6141,answers,-2.4,"Uh, yeah.",train
6142,answers,-1.0,The jesus of history is nothing like the biblical Jesus.,train
6143,answers,-1.0,Go see the doctor.,train
6144,answers,-1.0,We could go on and on.,train
6145,blog,0.8,"23The top section of NASA's new Ares 1-X test vehicle is reflected in a pond as an alligator lurks near launch pad 39-B at Kennedy Space Center, Florida on October 26, 2009.",train
6146,email,-0.4,I expect to get with him on my return from California.,train
6147,answers,0.2,sounds like it could be the thrush some medications can cause this.,train
6148,email,-0.4,"The message being sent by legislators to the long term care industry in the state is, do not operate in Florida!!",train
6149,answers,-2.6,"yea, just do your thing",train
6150,news,1.8,It is not known whether they flew in one of Ashcroft's two jets.,train
6151,news,0.2,"Police in Peoria, Arizona, say Faleh Hassan Almaleki, 48, struck his 20-year-old daughter, Noor Faleh Almaleki, and her friend Amal Edan Khalaf with the Jeep Laredo he was driving in a parking lot in Peoria on October 20.",train
6152,answers,0.6,See a doctor.,train
6153,news,2.0,"""It is a collapse with social, economic and environmental aspects,"" said Abdul Rahman al-Eryani, Yemen's minister of water and environment.",train
6154,answers,-0.6,Begin each sentence with a capital letter?,train
6155,blog,0.6,Media becomes a platform with a funnel of traffic and conversions to alternative revenue streams.,train
6156,answers,-2.8,umm i unoo go to jenny craig,train
6157,answers,-1.2,The only thing that really worried me was the ether.,train
6158,blog,-2.0,But here's the best part.,train
6159,answers,-1.0,Dont be so cruel.,train
6160,news,-0.8,"The coup was both a throwback to the region's dark past of civil war and military takeover and emblematic of a struggle underway today in Central and South America, where several leftist leaders with authoritarian tendencies have risen to power through elections and tested the bounds of democracy.",train
6161,blog,-1.0,Enter Dede Scozzafava.,train
6162,answers,1.0,This is the central truth of Christianity.,train
6163,answers,1.2,Each college can set their own graduation requirements.,train
6164,news,-0.4,"""He's won on both counts.""",train
6165,answers,-1.2,Nor do you need to hire one.,train
6166,blog,-0.2,"Yahoo needs to stop talking about being amazing again, and simply amaze.",train
6167,blog,0.4,"I am not a political kind of person, but I know that helping this campaign is the right thing to do.",train
6168,answers,1.2,DC stands for Distsrict of Columbia...,train
6169,news,-0.4,"""We knew he was a real intelligent Marine,"" Arreola said of Cpl. Peter Giannopoulos of Inverness.",train
6170,answers,1.0,Few words will do.,train
6171,blog,0.0,"Thanks to Pete Sessions NOT Doug Hoffman, there is new inspiration for a third party movement to challenge the GOP - a movement that will only help the Democrats.",train
6172,email,-1.2,"You have to call the case worker. """,train
6173,answers,-1.4,"September by Earth, Wind & Fire......",train
6174,email,-2.75,Tempus Fugit I guess!,train
6175,answers,-0.4,I'll give you my name and address.,train
6176,answers,-2.6,Then two wrongs make a roundhouse kick to the face.,train
6177,news,1.6,"Western officials hoped that Abdullah would make a gracious exit for the good of the country rather than denounce Karzai for fraud, a move that could sharpen tensions at a time the United States and its allies are seeking unity against the Taliban.",train
6178,answers,-0.2,You will be able to see who the gifted one are.,train
6179,answers,-2.8,I'm sick of pretending I don't care' cause obviously I do.,train
6180,answers,-1.2,"Yes get him to the E, R.",train
6181,answers,0.8,How much domestic violence is attributed to marijuana abuse?,train
6182,answers,-1.0,What happens when you drop something?,train
6183,blog,0.2,"We imagine you guys feel the same way -- this pumpkin placed first in the poll by a huge margin, garnering 3,303 votes!",train
6184,email,-0.8,I was then transferred to ext.,train
6185,email,2.2,"The short counter - point to this and the statement ""the physical and biological performance measures and targets used to evaluate"" is that no system - wide measures and targets have been set, thus no numerical evaluation is possible.",train
6186,news,1.0,"A spokeswoman for the foreign secretary insisted last night he was not a candidate for the Brussels job and was ""working hard"" for Blair.",train
6187,news,-0.2,"""Now, economic growth is no substitute for job growth,"" Obama stressed in his radio address.",train
6188,answers,0.4,Its in a box on store shelves.,train
6189,blog,1.0,Reservists spend one weekend a month and two weekends a year training and some of the group has been activated for deployments abroad.,train
6190,news,0.8,"""The opportunity to work in Africa has been a career-long desire of mine and I will always be grateful to you for extending me the chance to attain that dream.""",train
6191,blog,0.6,"Fashioning herself as the leader of this mass protest, Bachmann exhorted everyone to ""get off the couch, get in your car, get a van together, get a bus together, but get here! We're going to have a 'house call' next week, and we need every American to be here.""",train
6192,email,0.8,Can you recommend how we can get funding for transportation and lodging?,train
6193,blog,1.8,"Motivating the in-game medal system is the virtual money one earns, which can be redeemed for in-game unlockables.",train
6194,answers,-0.2,My pony has the same problem.,train
6195,blog,-0.4,"Of course, she also happened to be a woman.",train
6196,news,2.0,"After police did not oppose bail, Mr Zdenkowski set it at $10,000 and imposed strict conditions on Corben's freedom.",train
6197,answers,0.2,Maybe that will help give you a good idea of what you can obtain!,train
6198,news,1.8,"Even as drought kills off Yemen's crops, farmers in villages like this one are turning increasingly to a thirsty plant called qat, the leaves of which are chewed every day by most Yemeni men (and some women) for their mild narcotic effect.",train
6199,email,1.0,I'm glad the legislature and you have agreed to strengthen those laws.,train
6200,answers,-0.2,The government doesn't care about what's in your best interest.,train
6201,answers,-0.2,I think you should go for a church wedding.,train
6202,blog,-0.8,"Well, well, well, after much rumor and speculation, we can finally lay to rest the long-standing rumor of the ""gphone,"" or Google's answer to the iPhone.",train
6203,news,0.2,"He was treated like a rock star at his town hall meetings, but despised the long hours of fundraising phone calls.",train
6204,news,0.8,"Here in the state of Chattisgarh, Maoists dominate thousands of square miles of territory and have pushed into neighboring states of Orissa, Bihar, Jharkhand and Maharashtra, part of a so-called Red Corridor stretching across central and eastern India.",train
6205,answers,-1.6,"The bald headed family guy, Joey.",train
6206,answers,2.4,Sex refers to the male and female duality of biology and reproduction.,train
6207,blog,0.4,Good men in the GOP are now going to be challenged in primaries because of the ill-will the NRCC has generated in New York's 23rd Congressional District.,train
6208,news,0.6,"Phil Willis, Liberal Democrat chairman of the science and technology select committee, said he was seeking clarification from the Home Office.",train
6209,answers,-2.4,"It, like, shows a lack of umm... vocabulary.",train
6210,answers,-1.6,"LSD, Thanks Albert, rest in peace old buddy",train
6211,answers,1.6,This often makes the mathematical analysis easier.,train
6212,news,-0.8,"Starter Drew Hubel threw three interceptions for the Vikings (2-7, 1-5) and finished 7 of 23 for 98 yards.",train
6213,news,0.6,"""It may take one year, two years, three years or four,"" predicted Vishwa Ranjan, chief of the state police in Chattisgarh, adding that casualties would be inevitable.",train
6214,answers,-2.8,tripple x an my husband.,train
6215,answers,-2.6,that kind of thing,train
6216,news,-0.8,He rarely leaves his home.,train
6217,news,1.2,An Ohio assembly plant voted yesterday and another Michigan factory votes today.,train
6218,news,0.8,"""But we've got every reason to be proud about German reunification.""",train
6219,email,1.4,We will be briefing Wayne McDaniel on Wednesday of next week.,train
6220,news,0.4,It comes as the Financial Services Authority takes over regulation of the way banks treat their customers.,train
6221,news,-0.2,He was a disruptive student who once threw a flaming ball of paper at a teacher.,train
6222,answers,-0.25,Animals breathe in air.,train
6223,news,-0.4,"""I plan to thank God for giving me another day with my legs.""",train
6224,news,0.6,"Palestinian leaders have said they will not return to peace talks with Israel unless it halts all settlement building on lands they claim for a future state, and they believe Israel has blatantly defied a U.S. demand for a settlement freeze.",train
6225,answers,-1.6,the mullet is making a comeback,train
6226,news,1.0,The few files that have so far been pieced together hold piquant details about life in the GDR.,train
6227,email,-0.75,His phone number is 954-967-1862.,train
6228,news,1.4,Shipments to Japan declined 22.5 percent over the same period.,train
6229,answers,1.4,Krishna is not supposed to have a limiting definition.,train
6230,answers,2.0,Both are neutralization reactions for which you get water and a salt.,train
6231,news,1.2,"Dr Matthew Hickman, reader in public health and epidemiology at the University of Bristol, said: 'The decision will be made on Monday.'",train
6232,email,-1.4,Thanks Bill.,train
6233,answers,-0.8,And most of that programs are illegal anyway,train
6234,answers,-2.8,can you just tell me who the hell fireater is?,train
6235,answers,-1.0,"if you're having doubts about the relationship, yes.",train
6236,news,1.2,"The vice premier said that during his visit to Australia a consensus was reached to enhance the Chinese-Australian friendship, to deepen mutual beneficial cooperation, and to respect and care for each other's core interests and important concerns.",train
6237,answers,-2.8,m'm 100% positive.,train
6238,blog,-1.8,But just the audio track?,train
6239,answers,0.6,"Seating will be on a first come, first served basis.",train
6240,news,1.4,Drug Arm counsellor Richard Norman said it was no surprise that cocaine is becoming more accepted in the suburbs.,train
6241,news,1.2,"He then made his way to Mexico City and boarded a plane to London, England.",train
6242,blog,1.2,"In June of 2000, a new Navy destroyer was christened USS Bulkeley.",train
6243,answers,-1.0,It's helped me tons over the years!,train
6244,answers,1.0,Il Duce: The question is not how far.,train
6245,answers,-1.8,We love our Floppy!,train
6246,blog,0.0,"Layar, the first camera-based AR app to really blow us (or anyone) away, has quietly slipped into the App Store.",train
6247,answers,-1.0,You can have unlimited ppl in voice conference.,train
6248,news,0.6,"King ran unsuccessfully for mayor of Oakland against Jerry Brown in 1998, and has been with AC ever since.",train
6249,email,1.6,"Governor......since our last phone conversation a few minutes ago, Governor Ridge called back and advised that the quickest way for them to remedy this issue is for them to contact AP and Florida and Jax AP outlets directly right now.",train
6250,news,1.0,Massive environmental degradation has been the subject of heightened concern across southeast Nigeria as the region continues to be plagued by an erosion crisis that has grown worse over the years.,train
6251,email,0.0,"For the first time, IRCC is planning to offer a four - week crash course this summer to 60 wo....",train
6252,answers,0.6,Stir frosting until smooth before using.,train
6253,blog,0.6,"15In the Vehicle Assembly Building's High Bay 3, a yellow framework, lifts Super Stack 5 atop Super Stack 4.",train
6254,news,0.2,"""My whole family is heartbroken also. Just remember, there are two sides of the story; I miss them as well.""",train
6255,news,1.6,"He said it if Captain Camara stood for election in January, it would be difficult to see how such a vote could be credible or bring normalization of ties between Guinea, its neighbors, and the international community.",train
6256,email,0.6,Craig indicated that he thought the event at UNF went great.,train
6257,news,1.6,"There are nearly 700,000 active entities registered in Delaware -- and about half of those publicly traded in the United States, according to the group.",train
6258,email,0.6,"We are confused why you put the question ""None - Taxpayer dollars should not be used for this project"".",train
6259,answers,-2.0,n hence helping in the healin process.,train
6260,email,2.5,It is my intention to determine the feasibility and logistics of its implementation.,train
6261,answers,-2.2,That Does That.,train
6262,answers,1.2,"No, he is a slave to the interpretations of the modern idiot/evangelist.",train
6263,answers,-1.8,In other words: her real side.,train
6264,news,0.8,The council of ministers will then meet to elect the president and high representative by qualified majority.,train
6265,news,1.6,Analysts say Mr Mubarak is under pressure from the United States - a close ally and major aid donor - to introduce democratic reforms.,train
6266,news,1.2,CIT is seeking to reduce debt by at least $5.7 billion after being locked out of credit markets it relies on for funding and posting nine quarters of losses totaling more than $5 billion.,train
6267,blog,-1.4,"That was a bit of a digression, but salient.",train
6268,blog,0.0,"Groups who are accepted to Y-Combinator and fall under these categories will be given ""priority access"" to Twitter and Justin.tv.",train
6269,answers,-0.2,"the only difference is that ""may"" is used without the word please",train
6270,answers,0.4,Is there likely to be anyone else in the building?,train
6271,blog,0.4,"Scozzafava hasn't endorsed either of her rivals, but told her local paper that a Siena Research Institute poll out today showed her too far behind to be a viable candidate.",train
6272,answers,-0.5,It could be a heart attack.,train
6273,news,0.8,"According to Nutt, tobacco should rank ninth, ahead of cannabis, LSD and ecstasy.",train
6274,blog,-0.4,"Also, for The Ticket's latest coverage of these shows' recent ratings moves, click here.",train
6275,answers,1.0,They act against God's Plans.,train
6276,answers,-1.4,but the wish would go to my 10 yr old godson,train
6277,answers,-0.2,Only a megalomaniacal maniac would do such a thing.,train
6278,answers,-0.4,We're devolving.,train
6279,news,1.2,Ministers are now debating the budget for the 12 months beginning in April 2010.,train
6280,answers,1.0,I think it's a combination of both politics and religion.,train
6281,email,2.25,"After all, it is the duty of the State of Florida Department of Education as the ""SEA,"" not the duty of the State of Florida Division of Administrative Hearings, to ensure that children and youth with disabilities and their families have access to due process rights.",train
6282,answers,0.6,"02/09/78 - Abducts Kimberly Ann Leach from her school in Lake City, Florida.",train
6283,email,1.4,"The only unknown is just how long it's going to take, but your actions will certainly help the victory to come sooner.",train
6284,email,-0.6,Their primary help number is 850-487-9713..the number is impossible to get thru on.,train
6285,news,2.2,"""They have already begun learning English and look forward to becoming productive members of the Palau community, as the United States continues its diplomatic efforts on their behalf.""",train
6286,answers,-0.6,I have MS and could not get it.,train
6287,news,-1.2,"""When you've got a team on its back, when we're up 15 points in the half, we didn't want to give them any confidence in that third quarter.""",train
6288,news,0.8,"Palau has agreed to take up to 12 Uighurs, seven still remain at the controversial Guantanamo prison which was set up by the Bush administration to house terrorism suspects.",train
6289,answers,-0.4,Chicken bones won't go down the drain.,train
6290,answers,-0.2,Lily leaves are relished so do not put expensive ones in with turtles.,train
6291,answers,-3.0,"Amen, brother Jonah!!!",train
6292,blog,-1.2,"It's three dollars, even if you had the previous version, but totally worth it.",train
6293,email,1.5,When I spoke with the State Attorney's office I was told I needed to contact the girl's caseworker.,train
6294,answers,-1.4,Obviously not... look at the ozone layer!,train
6295,blog,-0.2,"To understand more about why this market is strategically interesting, we recently spoke with Yori Nelken, CEO of Timebridge (see our previous coverage here).",train
6296,answers,-1.2,Wish there could have been a different outcome?,train
6297,blog,-0.6,4.) Are washing machines the new water savers?,train
6298,answers,-1.0,"Does ""hit the woman"" mean"" drink the woman?""",train
6299,email,2.2,"Hence, if the opportunity is available, I would recommend the appontment of someone that can bring that perspective to our board.",train
6300,news,1.2,He said the draft amendment to the Electoral Law would be submitted to a bimonthly session in December and a NPC plenary session in March next year for a second and third reading.,train
6301,email,-1.8,I will admit that I wasn't planning to write this.,train
6302,answers,1.6,Both of these early tests have been superseded.,train
6303,blog,0.4,"He got under Joy Behar's skin when he took some shots at CNN's rating, noting ""they don't have any pizazz.""",train
6304,answers,-0.8,I know I can.,train
6305,news,1.6,"If the Maoists' political goals seem unattainable, analysts warn they will not be easy to uproot, either.",train
6306,email,-1.2,"I do not know if you received my last email but you asked if you were invited to our Town Hall Meeting on Oct. 21st called ""Safe At School - A Community Connecting For Kids"" We would LOVE to have you attend if it would be possible!",train
6307,answers,-1.4,"finally for your essay, GRAMMAR AND SPELLING.",train
6308,answers,-1.8,I guess I feel really sorry for him.,train
6309,blog,-1.2,The reaction from feminist women when told to quit whining?,train
6310,email,2.0,"He also supports other philanthropic activities, including the Bolles School.",train
6311,news,0.2,"Ann Lawrence said: ""The inquest was a case of people forgetting where they were and losing key papers. It was a joke.""",train
6312,news,0.8,"That has caused anguish for not just her but the advisers who helped her over the past couple of years, ""She really is a smart girl, but it's not always easy to fit in,"" the educator said.",train
6313,news,1.4,He also alleged that documents were withheld from the board of inquiry and the inquest to cover up the way in which airworthiness regulations were ignored.,train
6314,blog,1.4,"One notable exception has been former House Speaker Newt Gingrich, R-Ga., who told Fox News that ""this idea that we're suddenly going to establish litmus tests and all across the country we're going to purge the party of anybody who doesn't agree with us 100 percent; that guarantees Obama's reelection, that guarantees Pelosi as Speaker-for-life.""",train
6315,answers,-0.4,The Lord gives us some wise counsel about sleep.,train
6316,answers,-2.4,But... I also heard if you sneeze your mate is cheating on you.,train
6317,news,1.0,The Cabinet Committee on Security had already approved the government's new plan to counter Maoists under which the affected states will have an effective coordination and the police will take a lead role.,train
6318,blog,1.6,"Founded in 1966, the American Society of Nephrology (ASN) is the world's largest professional society devoted to the study of kidney disease.",train
6319,blog,0.0,"Over the next few days, don't be surprised if the ""public option"" is dropped or amended to buy off Blue Dog Democrats and perhaps even some Republicans.",train
6320,answers,-3.0,lol hybernate mode!!!!,train
6321,answers,-2.0,comes the reply.,train
6322,news,1.8,"""After Beijing was selected, as soon as the ink on the contract was dry, the International Olympic Committee ceded control of the Games to the Communist Party of China,"" said Wallechinsky.",train
6323,blog,1.6,"Reporting on comments Clinton made during the October 29 roundtable discussion, the Daily Times reported that Clinton said, ""The percentage of taxes on GDP (in Pakistan) is among the lowest in the world... We (the United States) tax everything that moves and doesn't move, and that's not what we see in Pakistan.""",train
6324,email,-1.6,It would be amusing if it wasn't really needed.,train
6325,news,2.0,Leaders around the globe also voiced approval.,train
6326,answers,1.4,You will need to set a meeting and need a quorum of members.,train
6327,answers,-0.6,Different people like different music.,train
6328,answers,-2.6,that's very crazy is this ur son ur talking bout he is very busy!!!,train
6329,answers,-1.8,That's what I heard on the news tis morning.,train
6330,news,-1.0,Mr. Tsvangirai is the leader of the Movement for Democratic Change (MDC) party.,train
6331,answers,-0.6,Send me 5 dollars via paypal and that is Ecommerce,train
6332,blog,-1.4,"The error was compounded when the nurse didn't check Nikiyah's name before sticking her in the shoulder.""",train
6333,answers,0.0,When he explains his ideas its almost like you're living it.,train
6334,answers,-3.0,Where R U from.,train
6335,answers,1.4,Nucleus: The DNA gets replicated here.,train
6336,answers,-1.4,"Let's face a simple, little thing called reality.",train
6337,answers,-1.4,I think he's cool!!!,train
6338,blog,-0.4,"Try the free demo before dropping the two dollars though, since with its retro graphics and soundtrack, dead-simple gameplay concept and fast face, this one can be polarizing.",train
6339,answers,-1.0,Divorce your husband!,train
6340,answers,-2.2,i guess its very hard.,train
6341,blog,0.2,An interesting way to gauge this would be to figure out the timeline on the Vanity Fair piece?,train
6342,answers,-1.4,she wants you to buy her a gift.,train
6343,answers,1.2,All is publicly observed and recorded and reported.,train
6344,answers,0.5,Jeremiah's portion is Matt.,train
6345,answers,1.2,The custody of the children will be decided by the judge.,train
6346,answers,-2.2,You get used to it I guess.,train
6347,email,-0.6,But do know this.,train
6348,blog,2.0,Already these distinctions are merely fossilized conventions that stem from consumers' discovery habits.,train
6349,answers,0.5,CALC is the spreadsheet program you've always wanted.,train
6350,answers,-1.0,My personal Favorite.,train
6351,news,0.2,"""I gave the same message today when I met with President Abbas.""",train
6352,email,-0.2,If any other profession tried to reap these benefits you and everybody in government would be yelling price gouging.,train
6353,answers,-1.8,"Murphy: Hallelujah, Jaffar.",train
6354,blog,1.2,"As NewsBusters reported Friday, conservative talk radio host will be appearing on ""Fox News Sunday"":",train
6355,answers,-0.2,"And as most Christians know, the Bible says there will be false prophets.",train
6356,news,0.6,The decision got put on hold for a few hours when the mayor was called to deal with the oil spill in the bay.,train
6357,answers,-0.4,"Plus, the host should be paying for the party and the favors.",train
6358,answers,0.2,"I always choose 24-bit, otherwise, some colors may change.",train
6359,news,0.8,"This month, Metzler has been piecing together documents relating to the life of Stefan Heym, a late German-Jewish writer who chose to live in the GDR but was frequently at odds with the regime and was spied on relentlessly.",train
6360,answers,-1.6,I got a friend who got a Dog which nursing a cat.,train
6361,news,0.6,"But the Home Office said in a response to the Lords report last month ""it isn't up to the government"" to issue rules on suspicious activity reports.",train
6362,answers,0.0,"Love Is A Wonderful Thing, Michael Bolton 50.",train
6363,email,-1.25,thank you Jim.,train
6364,answers,-2.0,go to http://allrecipes.com they have thousands of cookies!,train
6365,blog,0.0,"""Their first concerns are about Obama the man,"" Brooks informs us about his invisible friends.",train
6366,answers,-2.2,Mine are fine and m'm english.,train
6367,email,2.0,"If your message was sent to your Representative, you may be assured that all comments and position statements are received and annotated or printed for the Representative's use during committee, on the Floor or for research purposes.",train
6368,answers,-2.4,"Special Edition, definitely, for sure, one of a kind!!",train
6369,email,1.8,"Dear Friends around the world, The following message was translated from an e - mail to Parokinet,the Indonesian parish network.",train
6370,news,0.6,The court and Congress previously endorsed the coup.,train
6371,email,2.0,Perhaps we will never have this window of opportunity in Christian America again after the coming Y2K fiasco of government control and literal slavery begins in the new millenium.,train
6372,answers,-1.2,Never moon a werewolf.,train
6373,answers,-1.0,Click on that and you will get your Yahoo! Mail Beta.,train
6374,news,0.8,He said Sowell was known for borrowing money and looking for scrap metal to sell.,train
6375,answers,-0.8,go to the local post office.,train
6376,answers,-2.0,I'd say earth.,train
6377,answers,-2.0,Nice for adults too.,train
6378,news,-0.8,The company says it's the third-largest U.S. railcar-leasing firm and the world's third-biggest aircraft financier.,train
6379,answers,1.0,(Favourite) (28)* # 94870345123456789 # Deactivate the PWM - Mem.,train
6380,news,1.6,"Defense Secretary Gilbert Teodoro expressed fear that floods and traffic congestion may trap visitors at graveyards, where people traditionally spend a day or even a night, but few heeded his call to scrap this year's commemorations.",train
6381,answers,-2.4,You mean there are jail wannabe's?,train
6382,email,0.6,Good luck in your decision making.,train
6383,news,2.2,"John Kerry, a Massachusetts Democrat and member of the Senate Finance Committee, is leading a group of senators from states with more expansive Medicaid programs in seeking an additional 3 percent federal match, which would mean about $30 million extra a year for Massachusetts, according to his office.",train
6384,news,0.0,"Newsom became the first to announce his candidacy for governor earlier this year, using Twitter to break the news.",train
6385,news,2.0,"Ashcroft, who owns several properties in the US, including a sprawling estate in Florida, met Hague in Washington and then flew back with him to Britain.",train
6386,news,0.6,Olson said the State Department is taking a new look at the case.,train
6387,email,-2.0,Give Mary a hug today.,train
6388,news,1.6,"Some lawmakers questioned why Quinn chose to keep Adams in his administration, given her connection to Blagojevich, who faces federal corruption charges.",train
6389,blog,-0.2,"It's become the Bartz shtick: Blast Yahoo's current malaise as unacceptable, tweak the old management and then vow to fix things - fast.",train
6390,answers,2.0,Overlapping the Kuiper belt but extending much further outwards is the scattered disc.,train
6391,news,1.0,"The rape finally stopped, around midnight, after students at a house down the block heard of what was going on and called police.",train
6392,news,1.4,"About 40 guests were at the Halloween party, aged between 59 and 77.",train
6393,answers,-1.8,"Metallica, WASP, Dio, Iron Maiden, Judas Priest",train
6394,blog,1.4,"Governor Arnold Schwarzenegger finally responded personally to this week's big internet meme: his letter to the California State Assembly in which the first letter of each line spelled out ""F-U-C-K Y-O-U.""",train
6395,news,0.8,"Hebert was getting her hair cut on Christmas Eve when she learned beautician Emma Moreno was from Mexico, as was Hebert's ex-husband, who was from Monterrey.",train
6396,email,-0.666666666667,"When the sun is shining on the beautiful green foliage of the Gardens, the millions of colorful flowers and the hundreds of people watching the acrobatic water skiers is NOT my favorite time to be at the Gardens.",train
6397,blog,0.0,"In the future my son will have a flash drive that he will pay $29 for that will have the capacity to hold all movies and music ever released by a major label, studio or tv/cable network.",train
6398,answers,-2.8,wonder how I'm gon na make it through!,train
6399,answers,0.4,God loves all of his children.,train
6400,answers,-0.6,"If I need to shop at Wal Mart, I have no issues.",train
6401,news,0.0,"Retail analysts say the emphasis on electronics and home goods makes sense with the departure of major chains such as Circuit City and Linens 'N Things, as well as consumers' increased focus on value.",train
6402,answers,-1.6,I heard about it.,train
6403,answers,-2.6,because she already knows ur interested so like u shouldnt keep pushing it.,train
6404,news,1.4,"Hurricane Ike, for example, was such a destructive storm because it was so large and had a massive storm surge, yet its intensity was only that of a Category 2 hurricane.",train
6405,news,1.4,Residents say the 50-year-old problem has grown worse because the authorities failed to make repairs when their attention was drawn to it at the onset.,train
6406,email,1.2,"I know you will do your best to do what is right, as you have done before.",train
6407,blog,-1.0,We'll be continuing to explore the Verizon DROID by Motorola this weekend in the run-up to the full SlashGear review next week.,train
6408,answers,0.6,The very mass of the Ice ejects it to the sides.,train
6409,email,-1.25,Thanks.,train
6410,blog,-0.4,"If drugs policy, why not also tax policy?",train
6411,email,0.0,"We have no plans to tract previews for a hint, a forecast of ""surprises"" we likely face.",train
6412,answers,-1.8,"I'm betting the same guy that plays ""Jack"".",train
6413,news,1.4,"Bill Evans, head of global economics at Westpac, says he believed rates could rise by 0.50 per cent on Tuesday.",train
6414,answers,-0.8,I think that would be a beautiful sight!,train
6415,answers,-2.0,"I'm Bisexual, and He has me as one of His.",train
6416,news,0.2,"He said he would be, and that reporters ""would have a political story Sunday.""",train
6417,news,2.0,Abbas suspended negotiations over Israel's offensive last December in the Gaza Strip.,train
6418,answers,-1.4,It is not as bad as getting a root canal.,train
6419,blog,1.4,"Even before Google announced Android, there was speculation that it would compete in the lucrative smartphone space, in one form or another.",train
6420,news,0.0,"She poured her heart into a two-page letter last week as part of a class exercise, and plans to mail it to Smith in juvenile hall.",train
6421,news,0.6,"Stephen Hester, chief executive of RBS, is believed to have discussed the final details of the plan with the prime minister on Friday afternoon.",train
6422,news,0.8,"Nevertheless, some observers said it appeared that some of the region's response tactics - specifically communication among jurisdictions and agencies - had improved since 2007.",train
6423,answers,0.0,They'll choose your nursing home.,train
6424,news,0.8,A gain would be the fifth in the past six months.,train
6425,news,1.2,"As her anger later burned, she used it to take steps to find Bianca.",train
6426,news,0.0,One McManus format seemingly set for the scrap heap is Are You Smarter Than A Fifth Grader?.,train
6427,answers,0.2,I started wearing make - up in the 5th grade.,train
6428,blog,-1.2,Plus it runs freaking Android 2.0 as its OS.,train
6429,news,0.6,She hoped that lessons would be learned from Nutt's forced resignation.,train
6430,blog,1.6,A complete experience will unfold that will be interactive and convert to new revenue streams.,train
6431,email,-2.8,Neat trick.,train
6432,answers,-1.8,try asking a doctor.,train
6433,answers,0.2,We only give the best for what belongs to God.,train
6434,email,0.2,"That's why Gov. Lawton Chiles originally got involved in our son's case, because Henry Singletary ignored us and there were administrative codes in OUR state that made it his responsibility.",train
6435,news,1.0,"""The people were the heroes,"" said Mr Gorbachev, 78.",train
6436,blog,0.2,"There are many such examples emerging in the app store (I am T-Pain, TapTap and many more).",train
6437,blog,-0.6,The indictment of Mr. Moffat has clearly been an embarrassment for I.B.M.,train
6438,answers,-1.6,four speed or three with an overdirve.,train
6439,answers,-1.6,Just have another drink.,train
6440,answers,1.0,I usually apply the glaze where I want to accent raised or recessed moldings.,train
6441,answers,-0.4,Sounds to me like you don't need to be raising a child.,train
6442,answers,0.0,You can do it.,train
6443,answers,1.2,She favors books about women triumphing over adversity.,train
6444,answers,-2.0,http://www.fodors.com/miniguides/mgresults.cfm?destination=trinidad_tobago@158 try this link,train
6445,blog,1.0,"As he describes it, Brooks ""called around to several of the smartest military experts [he] know[s] to get their views on these controversies.""",train
6446,email,-1.0,http://www.gulf1.com,train
6447,email,-0.25,"Hi, here is the information regarding the event for Officer Rivera.",train
6448,news,-0.6,"""It'll be 2 or 3 in the morning. Something wakes me up - anxiety - and I'll Google her name,"" she said.",train
6449,answers,-2.4,Hidden Valley Ranch salad dressing truck!,train
6450,blog,1.6,"The warrant's vagueness and lack of specificity encouraged the agents to use their own discretion and their own views of the political universe to seize, or not to seize, items which they thought were evidence of a violation of the federal anti-riot statute.",train
